# pxname,svname,qcur,qmax,scur,smax,slim,stot,bin,bout,dreq,dresp,ereq,econ,eresp,wretr,wredis,status,weight,act,bck,chkfail,chkdown,lastchg,downtime,qlimit,pid,iid,sid,throttle,lbtot,tracked,type,rate,rate_lim,rate_max,check_status,check_code,check_duration,hrsp_1xx,hrsp_2xx,hrsp_3xx,hrsp_4xx,hrsp_5xx,hrsp_other,hanafail,req_rate,req_rate_max,req_tot,cli_abrt,srv_abrt,comp_in,comp_out,comp_byp,comp_rsp,lastsess,last_chk,last_agt,qtime,ctime,rtime,ttime,agent_status,agent_code,agent_duration,check_desc,agent_desc,check_rise,check_fall,check_health,agent_rise,agent_fall,agent_health,addr,cookie,mode,algo,conn_rate,conn_rate_max,conn_tot,intercepted,dcon,dses,
http_backend_backend_n_sss,nodeB.server,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,1,1,0,1,1,5878843,0,,1,39,2,,0,,2,0,,0,L7OK,200,1,0,0,0,0,0,0,,,,,0,0,,,,,-1,HTTP content check matched,,0,0,0,0,,,,Layer7 check passed,,5,1,5,,,,10.4.103.31:11435,,http,,,,,,,,
http_backend_backend_n_sss,BACKEND,0,0,0,0,900,0,0,0,0,0,,0,0,0,0,UP,2,2,0,,0,5912011,0,,1,39,0,,0,,1,0,,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,-1,,,0,0,0,0,,,,,,,,,,,,,,http,roundrobin,,,,,,,
tcp-front-tcp_xxx,FRONTEND,,,0,0,9000,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,40,0,,,,0,0,0,0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,tcp,,0,0,0,,0,0,
tcp-front-tcp_ggg,FRONTEND,,,0,0,9000,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,41,0,,,,0,0,0,0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,tcp,,0,0,0,,0,0,
tcp-front-tcp_aaa,FRONTEND,,,0,0,9000,0,0,0,0,0,0,,,,,OPEN,,,,,,,,,1,42,0,,,,0,0,0,0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,tcp,,0,0,0,,0,0,
tcp_backend_tcp_backend_111,apigwA.server,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,1,1,0,2,2,585788,0,,1,43,1,,0,,2,0,,0,L7OK,0,1,,,,,,,,,,,0,0,,,,,-1,(tcp-check),,0,0,0,0,,,,Layer7 check passed,,5,1,5,,,,10.4.103.40:11012,,tcp,,,,,,,,
tcp_backend_tcp_backend_111,apigwB.server,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,1,1,0,2,2,583893,0,,1,43,2,,0,,2,0,,0,L7OK,0,2,,,,,,,,,,,0,0,,,,,-1,(tcp-check),,0,0,0,0,,,,Layer7 check passed,,5,1,5,,,,10.4.103.41:11012,,tcp,,,,,,,,
tcp_backend_tcp_backend_111,BACKEND,0,0,0,0,900,0,0,0,0,0,,0,0,0,0,UP,2,2,0,,0,5912011,0,,1,43,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,,,,,,,,,,,,,,tcp,roundrobin,,,,,,,
tcp_backend_tcp_backend_222,apigwA.server,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,1,1,0,10,10,571604,0,,1,44,1,,0,,2,0,,0,L7OK,0,0,,,,,,,,,,,0,0,,,,,-1,(tcp-check),,0,0,0,0,,,,Layer7 check passed,,5,1,5,,,,10.4.103.40:12002,,tcp,,,,,,,,
tcp_backend_tcp_backend_222,apigwB.server,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,1,1,0,11,11,571743,0,,1,44,2,,0,,2,0,,0,L7OK,0,1,,,,,,,,,,,0,0,,,,,-1,(tcp-check),,0,0,0,0,,,,Layer7 check passed,,5,1,5,,,,10.4.103.41:12002,,tcp,,,,,,,,
tcp_backend_tcp_backend_222,BACKEND,0,0,0,0,900,0,0,0,0,0,,0,0,0,0,UP,2,2,0,,0,5912011,0,,1,44,0,,0,,1,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,-1,,,0,0,0,0,,,,,,,,,,,,,,tcp,roundrobin,,,,,,,
tcp_backend_tcp_backend_333,apigwA.server,0,0,0,0,,0,0,0,,0,,0,0,0,0,UP,1,1,0,8,8,585738,0,,1,45,1,,0,,2,0,,0,L7OK,0,1,,,,,,,,,,,0,0,,,,,-1,(tcp-check),,0,0,0,0,,,,Layer7 check passed,,5,1,5,,,,10.4.103.40:12012,,tcp,,,,,,,,
